Trial       WBL      RMSE Peak_RMSE   Agg_Obj      Umax      Lmax      CQOF      CKIF       CK1       TOF       TIF        TG      CKBF
 1014    46.744    96.539    96.539   176.709    17.135   224.027     0.540   696.594    10.079     0.290     0.106     0.207  1319.054
 1015    43.432    98.745    98.745   177.074    16.059   278.480     0.643   662.229    11.941     0.024     0.304     0.676  1176.691
 1016    42.309    97.406    97.406   174.891    19.096   178.624     0.598   460.297    11.757     0.390     0.419     0.587  1011.738
 1017    44.473    97.644    97.644   176.495    12.848   227.615     0.551   529.687    11.802     0.413     0.104     0.649  1008.223
 1019    43.708    97.823    97.823   176.218    15.909   198.018     0.621   555.544    11.695     0.358     0.383     0.386  1341.434
 1020    43.330    99.664    99.664   178.038    18.971   145.990     0.566   559.541    13.267     0.536     0.206     0.919  1087.761
 1022    43.369    98.024    98.024   176.233    17.219   168.859     0.590   536.656    12.108     0.422     0.213     0.645  1176.429
 1023    44.588    98.224    98.224   177.209    18.881   114.704     0.554   770.865    11.927     0.430     0.293     0.709  1314.414
 1024    42.932    99.680    99.680   177.814    13.203   103.641     0.591   460.341    13.970     0.184     0.302     0.476  1295.917
 1026    43.872    98.068    98.068   176.592    15.871   180.388     0.623   518.823    11.791     0.409     0.356     0.340  1459.284
 1028    43.606    97.543    97.543   175.845    16.581   225.264     0.617   616.899    11.425     0.190     0.255     0.530  1215.170
 1030    44.335    97.266    97.266   175.991    15.495   191.566     0.600   563.531    10.809     0.318     0.296     0.489  1374.167
 1031    41.724    97.204    97.204   174.305    16.867   239.203     0.657   356.867    11.825     0.288     0.250     0.301  1045.303
 1032    44.129    97.549    97.549   176.176    18.650   283.712     0.601   507.096    11.662     0.001     0.034     0.734  1072.795
 1033    42.376    95.725    95.725   173.066    16.053   242.787     0.639   368.516    10.447     0.299     0.182     0.131  1042.209
 1034    44.456    99.346    99.346   178.375    13.235   156.156     0.592   396.687    11.877     0.743     0.407     0.393  1444.367
 1035    40.336    98.939    98.939   175.406    11.169   174.236     0.703   216.321    11.817     0.123     0.490     0.175  1347.035
 1037    44.145    98.802    98.802   177.577    14.347   234.039     0.647   322.645    11.847     0.296     0.433     0.576  1693.570
 1038    39.699   101.790   101.790   178.263    12.665   171.584     0.707   297.225    14.721     0.258     0.386     0.421  1180.208
 1040    45.134    98.551    98.551   177.911    15.093   236.992     0.631   487.402    12.264     0.389     0.412     0.334  1603.116
 1041    42.257    96.922    96.922   174.319    11.538   204.083     0.622   219.664    11.624     0.413     0.086     0.511  1155.722
 1042    44.378    99.446    99.446   178.438    11.878   214.873     0.594   364.943    13.815     0.021     0.218     0.492  1311.748
 1044    43.719    98.734    98.734   177.238    13.787   160.731     0.633   421.802    11.269     0.488     0.394     0.520  1662.585
 1045    42.608    98.153    98.153   175.908    10.256   233.046     0.641   341.023    12.644     0.583     0.108     0.218  1068.000
 1046    42.275    98.177    98.177   175.730    10.973   253.843     0.649   283.432    10.592     0.380     0.102     0.621  1138.821
 1047    44.944   100.571   100.571   180.041    10.429   223.637     0.603   204.830    14.098     0.307     0.153     0.773  1600.330
 1048    40.330    99.695    99.695   176.256    10.123   213.815     0.710   411.843    11.390     0.233     0.194     0.302  1162.631
 1050    44.023    98.588    98.588   177.263    11.241   211.034     0.611   274.685    12.806     0.346     0.222     0.603  1408.282
 1051    42.779    97.491    97.491   175.275    11.954   254.667     0.628   210.542    12.682     0.537     0.232     0.164  1020.837
 1053    43.787    97.866    97.866   176.315    15.230   178.106     0.606   386.655    12.195     0.390     0.210     0.390  1376.343
 1054    41.990    97.113    97.113   174.367    13.472   193.954     0.619   247.128    10.944     0.487     0.434     0.556  1104.485
 1055    43.518    98.551    98.551   176.911    11.928   204.845     0.605   266.052    12.936     0.296     0.177     0.680  1286.778
 1056    44.205    95.999    95.999   174.513    11.414   239.705     0.591   274.848     9.339     0.455     0.148     0.354  1203.386
 1057    41.397    99.137    99.137   176.271    12.313   161.457     0.655   253.475    11.083     0.479     0.037     0.776  1353.410
 1059    46.939    97.206    97.206   177.561    15.765   202.201     0.553   476.407    10.574     0.310     0.486     0.292  1563.359
 1060    46.148    96.923    96.923   176.752    15.478   222.105     0.521   472.306    10.614     0.296     0.338     0.377  1168.898
 1061    39.484   101.404   101.404   177.694    15.764   102.968     0.694   507.020    10.507     0.037     0.446     0.294  1296.124
 1062    44.431    96.684    96.684   175.408    12.969   167.182     0.610   365.924    10.309     0.123     0.249     0.214  1630.833
 1063    45.995    97.758    97.758   177.572    19.106   122.775     0.471   774.227    10.048     0.192     0.419     0.374  1099.371
 1064    46.478    97.753    97.753   177.870    17.567   150.224     0.461   688.317     9.190     0.469     0.378     0.404  1075.985
 1066    42.953    97.552    97.552   175.450    14.954   186.273     0.633   558.380    10.738     0.145     0.405     0.366  1321.073
 1067    42.372    99.353    99.353   177.105    10.921   184.664     0.680   295.511    11.715     0.456     0.432     0.345  1601.302
 1068    45.397    97.237    97.237   176.623    12.112   205.774     0.609   493.222    10.516     0.334     0.012     0.343  1642.246
 1069    42.182    99.226    99.226   176.848    10.382   182.491     0.685   257.285    12.211     0.122     0.418     0.361  1721.148
 1071    42.773    97.680    97.680   175.481    12.428   191.725     0.637   514.906    10.076     0.288     0.207     0.326  1292.722
 1073    41.995    98.167    98.167   175.547    14.980   140.485     0.644   495.063    10.670     0.181     0.423     0.340  1367.373
 1075    43.979    98.088    98.088   176.681    15.712   208.852     0.640   655.792    10.598     0.317     0.375     0.319  1492.178
 1076    44.398    96.393    96.393   175.068    16.176   114.797     0.572   420.050    10.525     0.299     0.038     0.146  1489.686
 1077    44.685    96.156    96.156   174.987    18.966   118.985     0.521   750.619     9.948     0.089     0.135     0.377  1147.744
 1079    44.988    97.107    97.107   176.224    14.988   170.382     0.586   472.673     9.867     0.206     0.406     0.510  1533.879
 1080    45.151    97.544    97.544   176.807    17.842   149.132     0.545   363.844    11.638     0.198     0.231     0.420  1392.938
 1082    44.487    96.816    96.816   175.590    16.366   152.949     0.573   458.653    11.158     0.209     0.237     0.377  1378.722
 1084    43.213    97.627    97.627   175.695    12.800   164.731     0.635   389.279    11.234     0.170     0.355     0.341  1537.903
 1085    44.156    95.738    95.738   174.195    14.138   231.187     0.583   426.478    10.612     0.042     0.355     0.334  1144.025
 1087    43.652    96.747    96.747   174.991    15.439   212.316     0.608   495.354    10.877     0.215     0.334     0.410  1225.162
 1088    41.109    97.850    97.850   174.651    11.778   276.643     0.711   329.029     9.527     0.303     0.195     0.002  1029.397
 1089    42.967    94.603    94.603   172.198    15.487   205.128     0.579   332.577     9.886     0.196     0.119     0.139  1004.468
 1091    41.498    97.624    97.624   174.636    15.967   199.787     0.668   347.577    10.715     0.280     0.321     0.201  1205.872
 1092    43.368    96.753    96.753   174.821    10.698   236.752     0.608   404.158    11.986     0.131     0.437     0.362  1104.431
 1093    43.704    97.061    97.061   175.371    12.376   233.679     0.623   246.270     9.573     0.722     0.263     0.104  1147.813
 1094    45.535    95.429    95.429   174.728    18.788   257.316     0.567   302.012     9.782     0.215     0.245     0.280  1328.649
 1095    45.809    95.485    95.485   174.963    18.971   276.808     0.520   377.816     9.593     0.157     0.076     0.435  1037.720
 1097    42.947    96.444    96.444   174.217    14.614   239.131     0.638   337.506    11.369     0.251     0.333     0.188  1189.554
 1099    42.946    96.505    96.505   174.284    14.127   210.864     0.609   480.729     9.986     0.268     0.484     0.365  1092.511
 1100    45.823    95.818    95.818   175.335    14.359   232.444     0.555   264.696     9.196     0.234     0.609     0.177  1343.782
 1102    44.497    95.294    95.294   173.923    16.831   249.524     0.570   352.990     9.974     0.200     0.215     0.336  1118.479
 1103    44.708    95.304    95.304   174.066    15.215   240.061     0.563   356.903     9.635     0.462     0.243     0.158  1091.535
 1105    44.471    95.447    95.447   174.073    16.815   240.372     0.584   325.495    10.031     0.227     0.286     0.263  1222.119
 1106    43.663    96.177    96.177   174.369    12.810   232.980     0.602   308.133    11.391     0.313     0.317     0.246  1156.343
 1108    44.698    95.373    95.373   174.137    14.513   230.707     0.574   307.007     9.670     0.234     0.451     0.200  1223.239
 1109    41.719    96.865    96.865   173.925    15.983   197.704     0.630   235.107     9.370     0.259     0.264     0.399  1148.875
 1110    44.480    95.752    95.752   174.414    12.135   162.118     0.577   317.236    10.630     0.179     0.188     0.073  1396.303
 1111    43.612    96.422    96.422   174.607    15.999   231.348     0.623   324.291    10.945     0.325     0.175     0.302  1297.904
 1112    40.834    96.977    96.977   173.505    12.615   159.482     0.643   393.378    11.324     0.288     0.348     0.222  1034.644
 1113    42.473    96.152    96.152   173.599    12.457   194.416     0.596   229.403    10.922     0.422     0.712     0.225  1026.826
 1115    43.798    96.981    96.981   175.342    15.134   178.937     0.601   444.026    11.296     0.306     0.429     0.316  1318.828
 1116    42.198    98.032    98.032   175.521    15.500   223.534     0.672   202.827    10.684     0.188     0.608     0.288  1460.693
 1117    40.585    98.364    98.364   174.910    15.438   191.950     0.677   265.135     9.921     0.219     0.458     0.198  1137.123
 1118    42.083    95.206    95.206   172.310    18.224   196.760     0.620   214.882    10.929     0.329     0.304     0.093  1129.123
 1119    43.555    95.485    95.485   173.538    13.749   244.298     0.619   343.918    10.158     0.136     0.210     0.122  1206.029
 1120    41.657    97.614    97.614   174.722    18.738   221.372     0.690   321.168    11.434     0.395     0.179     0.126  1254.493
 1122    43.128    97.342    97.342   175.326    15.358   198.274     0.635   503.564    10.663     0.292     0.358     0.281  1319.318
 1123    41.957    96.275    96.275   173.416    15.442   280.015     0.662   301.298    10.950     0.334     0.046     0.281  1006.319
 1125    42.479    97.127    97.127   174.685    15.028   195.132     0.639   421.872    10.815     0.286     0.344     0.267  1235.967
 1126    41.071    96.183    96.183   172.765    15.301   114.379     0.612   408.273    10.214     0.307     0.506     0.020  1044.983
 1127    39.851    98.051    98.051   174.113    17.156   139.030     0.663   443.130    11.383     0.274     0.036     0.279  1011.755
 1129    41.814    96.951    96.951   174.078    16.522   206.644     0.659   322.156    11.205     0.336     0.258     0.171  1184.634
 1130    40.010    98.887    98.887   175.151    13.468   163.467     0.680   247.544    11.473     0.057     0.713     0.294  1132.689
 1131    41.181    97.610    97.610   174.426    19.965   177.145     0.645   358.970    10.011     0.354     0.314     0.340  1098.716
 1133    41.887    97.149    97.149   174.344    14.205   153.035     0.631   455.930    11.134     0.194     0.545     0.249  1189.810
 1134    41.130    97.950    97.950   174.776    16.636   112.308     0.637   608.364    11.997     0.115     0.523     0.270  1170.580
 1136    42.634    97.392    97.392   175.075    13.090   202.252     0.645   433.900     9.960     0.348     0.259     0.200  1261.468
 1138    43.091    97.289    97.289   175.243    14.027   179.562     0.625   439.748    10.842     0.277     0.386     0.372  1342.999
 1139    43.184    95.897    95.897   173.760    13.802   298.698     0.612   228.790    11.107     0.254     0.398     0.470  1002.737
 1140    43.129    96.034    96.034   173.877    12.539   188.427     0.607   369.603     9.553     0.328     0.278     0.136  1195.456
 1141    41.937    95.691    95.691   172.755    10.785   265.921     0.659   316.626     9.716     0.164     0.083     0.013  1023.221
 1142    43.936    96.292    96.292   174.667    13.755   281.826     0.634   508.002    10.242     0.151     0.027     0.229  1225.758
 1143    44.021    96.157    96.157   174.570    16.968   131.494     0.564   489.910    10.454     0.170     0.576     0.081  1260.683
 1144    44.993    95.197    95.197   174.130    10.328   293.788     0.609   211.956     9.876     0.273     0.382     0.150  1318.661
 1146    43.782    96.239    96.239   174.512    14.623   189.275     0.593   389.373    10.776     0.236     0.285     0.338  1258.456
 1148    44.063    96.426    96.426   174.893    13.224   220.813     0.576   434.901    11.038     0.344     0.226     0.476  1100.981
 1149    43.234    97.237    97.237   175.274    11.883   248.478     0.616   202.993    11.440     0.623     0.339     0.405  1129.032
 1150    43.640    97.178    97.178   175.461    10.404   281.569     0.639   355.143    12.350     0.268     0.348     0.240  1184.784
 1151    41.707    98.507    98.507   175.752    12.115   244.121     0.697   415.565     9.984     0.380     0.086     0.120  1192.001
 1152    42.028    96.579    96.579   173.797    16.547   136.779     0.594   369.103     9.068     0.251     0.368     0.325  1103.632
 1153    42.980    96.763    96.763   174.591    10.895   249.935     0.658   407.072    11.786     0.187     0.262     0.086  1244.017
 1155    43.393    96.521    96.521   174.580    13.335   208.750     0.617   414.639    10.697     0.278     0.366     0.287  1244.729
 1156    43.696    95.534    95.534   173.681    14.798   224.450     0.577   360.776    10.717     0.088     0.377     0.333  1066.144
 1157    42.984    96.522    96.522   174.327    10.028   183.830     0.637   553.129    10.726     0.204     0.089     0.032  1323.433
 1158    41.621    95.723    95.723   172.594    11.798   161.411     0.601   233.852    10.825     0.269     0.579     0.303  1014.539
 1159    39.526    99.363    99.363   175.398    11.894   174.518     0.695   230.543    11.495     0.513     0.605     0.284  1032.811
 1160    43.419    95.422    95.422   173.384    14.205   286.557     0.626   409.561    10.299     0.090     0.314     0.134  1075.415
 1162    43.466    97.355    97.355   175.549    15.307   196.627     0.622   495.344    11.332     0.385     0.349     0.313  1303.164
 1163    43.371    94.804    94.804   172.674    10.472   240.277     0.587   290.060     9.478     0.020     0.156     0.256  1045.321
 1165    44.389    96.278    96.278   174.936    14.103   229.837     0.606   451.160    10.395     0.411     0.411     0.170  1255.728
 1166    44.351    95.894    95.894   174.489    11.019   196.420     0.578   359.849    10.249     0.192     0.369     0.368  1265.504
 1167    44.731    94.334    94.334   173.022    13.106   291.214     0.548   209.166     9.362     0.243     0.162     0.325  1015.094
 1168    43.963    94.092    94.092   172.269    11.727   286.607     0.583   203.813    10.091     0.081     0.031     0.154  1062.298
 1169    41.159    95.347    95.347   171.891    14.636   172.571     0.630   200.839     9.627     0.054     0.210     0.064  1113.633
 1171    43.911    96.149    96.149   174.493    13.321   199.982     0.607   370.664    10.818     0.241     0.239     0.182  1329.140
 1173    43.515    96.369    96.369   174.488    14.611   202.291     0.598   371.334    10.692     0.326     0.506     0.338  1187.069
 1174    44.329    96.557    96.557   175.205    13.332   227.848     0.567   234.105    11.701     0.169     0.519     0.188  1151.180
 1175    41.750    96.562    96.562   173.606    16.398   187.112     0.630   221.792     9.422     0.026     0.282     0.326  1226.580
 1176    41.971    95.558    95.558   172.629    13.362   142.060     0.591   298.863     9.336     0.175     0.461     0.144  1070.131
 1177    43.600    94.767    94.767   172.778    13.478   200.453     0.561   266.110     9.798     0.089     0.606     0.032  1046.345
 1178    42.456    96.889    96.889   174.406    17.312   167.579     0.639   267.381     9.605     0.016     0.143     0.128  1488.429
 1179    41.122    97.575    97.575   174.351    14.847   220.671     0.695   341.337    11.179     0.208     0.049     0.074  1190.598
 1180    40.962    96.858    96.858   173.451    13.809   263.443     0.702   256.749     9.682     0.259     0.021     0.002  1044.617
 1181    42.809    96.993    96.993   174.741    16.120   196.592     0.644   363.568    10.280     0.257     0.484     0.095  1332.175
 1183    42.305    97.797    97.797   175.324    14.353   168.330     0.625   434.559    11.740     0.168     0.437     0.633  1211.957
 1185    44.231    96.905    96.905   175.528    12.868   190.079     0.604   455.185    10.787     0.316     0.229     0.378  1401.272
 1187    41.682    97.664    97.664   174.793    12.008   199.230     0.652   404.901    11.224     0.274     0.341     0.378  1145.862
 1188    44.150    97.102    97.102   175.694    14.123   123.815     0.586   472.234    10.980     0.296     0.153     0.595  1489.189
 1190    41.912    97.737    97.737   175.015    13.212   184.912     0.643   481.636    11.987     0.330     0.274     0.319  1153.900
 1191    40.515    99.490    99.490   176.137    15.057   187.087     0.668   368.579    10.905     0.230     0.078     0.724  1075.923
 1192    42.803    95.856    95.856   173.477    16.329   103.994     0.555   482.424    10.497     0.260     0.191     0.714  1084.731
 1193    40.654    98.413    98.413   175.006    19.339   113.855     0.632   634.196    12.146     0.195     0.502     0.974  1039.359
 1194    44.424    95.712    95.712   174.335    16.771   110.672     0.484   389.856     9.161     0.141     0.132     0.778  1032.636
 1196    41.930    97.273    97.273   174.509    14.636   172.233     0.622   385.964    10.824     0.255     0.221     0.632  1126.686
 1197    44.685    96.424    96.424   175.282    13.967   242.925     0.557   207.347    10.858     0.333     0.257     0.718  1190.279
 1198    47.187    98.419    98.419   179.049    16.659   239.769     0.508   615.728    11.348     0.145     0.108     0.498  1208.417
 1199    44.726    97.739    97.739   176.758    16.445   156.296     0.569   550.568    11.480     0.425     0.070     0.794  1360.857
 1201    43.652    96.762    96.762   175.008    14.576   146.394     0.583   435.631    10.769     0.294     0.240     0.642  1296.528
 1202    43.811    95.765    95.765   174.008    16.255   130.659     0.518   422.222     9.960     0.261     0.316     0.787  1023.926
 1204    43.071    96.576    96.576   174.441    14.617   144.580     0.579   412.619    11.064     0.250     0.505     0.571  1160.052
 1206    43.791    96.227    96.227   174.505    14.114   150.240     0.567   386.230    10.493     0.386     0.327     0.399  1220.258
 1207    42.358    96.176    96.176   173.554    15.876   111.201     0.579   418.193     9.960     0.360     0.009     0.629  1141.313
 1208    43.984    96.508    96.508   174.935    15.922   176.659     0.583   359.411    10.648     0.048     0.217     0.667  1318.923
 1209    42.158    95.924    95.924   173.150    12.212   110.255     0.550   242.666    11.457     0.143     0.003     0.949  1003.620
 1211    44.057    96.702    96.702   175.194    16.894   150.718     0.565   586.900    11.116     0.283     0.288     0.340  1202.115
 1212    43.649    96.957    96.957   175.222    16.827   119.945     0.517   365.026    11.402     0.162     0.056     0.844  1037.760
 1213    44.663    96.478    96.478   175.327    12.493   108.381     0.503   301.956    10.649     0.002     0.268     0.946  1166.491
 1214    46.322    99.757    99.757   179.985    13.144   198.552     0.521   416.955    12.645     0.165     0.178     0.783  1262.191
 1215    42.451    97.059    97.059   174.592    12.345   142.010     0.586   368.065    11.797     0.403     0.324     0.578  1093.560
 1217    42.798    96.955    96.955   174.691    11.836   187.325     0.600   370.623    11.750     0.424     0.254     0.395  1098.757
 1218    42.773    95.688    95.688   173.273    14.060   130.829     0.565   351.430    10.126     0.043     0.184     0.978  1096.414
 1219    45.581    96.563    96.563   175.999    13.163   210.106     0.505   258.473    10.218     0.190     0.097     0.962  1109.039
 1220    39.768    98.899    98.899   175.019    14.755   119.571     0.668   436.099    12.216     0.362     0.408     0.286  1086.803
 1221    44.918    96.291    96.291   175.282    13.882   152.307     0.554   329.782    10.378     0.129     0.178     0.679  1397.036
 1223    42.975    97.401    97.401   175.296    12.715   149.368     0.588   484.052    12.228     0.174     0.302     0.547  1158.152
 1225    43.161    96.803    96.803   174.748    15.017   164.825     0.585   394.981    11.305     0.344     0.443     0.484  1159.388
 1226    42.936    95.981    95.981   173.698    10.921   149.427     0.557   314.234    10.983     0.164     0.315     0.854  1023.628
 1228    44.028    96.344    96.344   174.782    14.016   158.628     0.569   366.344    10.735     0.224     0.203     0.575  1272.440
 1229    42.030    95.542    95.542   172.647    15.463   137.783     0.584   211.521     9.715     0.363     0.272     0.481  1156.514
 1231    43.473    96.075    96.075   174.138    13.457   132.330     0.552   335.363    10.875     0.163     0.283     0.730  1145.467
 1233    43.118    96.308    96.308   174.173    15.236   143.605     0.558   362.260    11.174     0.238     0.167     0.666  1083.807
 1234    45.085    95.268    95.268   174.266    16.615   188.541     0.533   303.596     9.014     0.280     0.166     0.232  1225.884
 1235    40.114    99.555    99.555   175.969    10.609   248.581     0.726   292.471    10.552     0.287     0.545     0.170  1044.937
 1237    43.775    96.952    96.952   175.294    14.210   165.098     0.585   634.790    10.722     0.300     0.539     0.561  1226.253
 1238    42.039    97.855    97.855   175.225    14.293   170.468     0.618   276.628    12.598     0.408     0.395     0.386  1149.238
 1239    40.826    99.423    99.423   176.247    12.848   236.716     0.716   316.039    11.269     0.270     0.300     0.265  1240.233
 1240    39.978   103.456   103.456   180.333    13.521   296.247     0.788   455.155    10.493     0.461     0.367     0.264  1106.314
 1241    41.545    96.164    96.164   173.037    12.518   153.116     0.609   247.454    10.709     0.356     0.223     0.460  1085.122
 1242    44.462    96.791    96.791   175.547    12.431   102.227     0.533   310.479    10.859     0.422     0.399     0.441  1308.674
 1244    43.765    96.581    96.581   174.879    11.864   131.024     0.582   412.292    10.553     0.303     0.507     0.417  1352.605
 1246    41.354    97.983    97.983   174.950    11.747   213.593     0.675   331.814    10.640     0.306     0.424     0.248  1160.489
 1247    43.913    96.767    96.767   175.176    11.489   141.148     0.570   343.043    11.319     0.408     0.288     0.324  1286.821
 1248    42.700    96.725    96.725   174.375    15.376   182.544     0.590   374.223    10.621     0.396     0.652     0.544  1050.325
 1249    42.371    96.783    96.783   174.236    11.530   160.503     0.585   367.346    11.535     0.535     0.288     0.371  1014.381
 1251    43.287    96.784    96.784   174.805    13.379   173.470     0.595   473.827    10.843     0.359     0.434     0.469  1190.683
 1252    42.149    96.285    96.285   173.545    14.843   194.796     0.604   318.904    10.685     0.350     0.304     0.521  1020.572
 1254    43.498    96.516    96.516   174.640    12.714   143.582     0.577   351.193    10.923     0.400     0.403     0.389  1244.379
 1255    44.903    95.761    95.761   174.691    14.392   254.863     0.572   246.816    11.037     0.075     0.503     0.023  1211.687
 1256    42.257    96.591    96.591   173.952    13.950   202.670     0.600   248.012    10.864     0.437     0.035     0.723  1037.903
 1257    43.939    95.120    95.120   173.379    14.277   254.401     0.620   262.975    10.044     0.096     0.058     0.085  1320.159
 1259    43.179    96.520    96.520   174.446    13.307   186.181     0.598   377.826    10.936     0.347     0.368     0.410  1175.722
 1260    43.575    97.088    97.088   175.320    17.931   209.221     0.586   245.081     9.202     0.213     0.719     0.605  1231.380
 1261    41.889    98.796    98.796   176.187    14.121   112.037     0.631   444.700     9.905     0.423     0.687     0.455  1358.060
 1262    44.288    96.436    96.436   175.046    16.928   106.367     0.505   372.637    10.321     0.255     0.473     0.611  1117.651
 1263    44.957    96.497    96.497   175.533    12.736   162.986     0.511   363.459     9.878     0.369     0.653     0.815  1091.654
 1264    42.883    95.611    95.611   173.257    14.978   143.796     0.552   279.111     9.742     0.246     0.807     0.369  1035.026
 1265    42.771    97.172    97.172   174.916    12.421   114.550     0.591   411.941    10.206     0.501     0.871     0.816  1252.331
 1266    42.042    98.046    98.046   175.441    15.841   164.979     0.653   427.587    10.328     0.216     0.576     0.125  1330.624
 1267    42.282    96.551    96.551   173.923    15.240   126.777     0.597   361.717    10.538     0.095     0.632     0.507  1190.496
 1268    42.952    95.847    95.847   173.560    15.228   123.850     0.535   227.581     9.476     0.480     0.840     0.543  1059.173
 1269    43.073    95.966    95.966   173.767    13.198   127.355     0.534   238.001    10.333     0.340     0.849     0.651  1032.696
 1270    42.891    97.208    97.208   175.029    16.651   135.897     0.596   280.872     9.465     0.268     0.637     0.555  1362.133
 1271    44.072    96.001    96.001   174.431    16.581   175.569     0.522   250.249    10.432     0.223     0.465     0.568  1056.621
 1273    42.678    97.015    97.015   174.683    15.358   159.481     0.612   387.383    10.198     0.267     0.624     0.329  1246.221
 1275    43.994    96.769    96.769   175.229    14.163   169.471     0.588   446.959     9.974     0.408     0.571     0.336  1301.904
 1277    44.212    96.244    96.244   174.787    14.047   149.953     0.547   441.780     9.949     0.397     0.641     0.381  1164.365
 1278    42.789    95.548    95.548   173.128    17.396   100.306     0.562   242.043     9.167     0.429     0.418     0.099  1265.722
 1279    43.188    94.195    94.195   171.891    19.247   183.174     0.551   258.668     9.687     0.051     0.298     0.015  1030.033
 1281    44.363    95.893    95.893   174.496    13.875   169.347     0.565   373.267    10.180     0.208     0.378     0.349  1269.924
 1282    42.764    95.852    95.852   173.448    17.383   162.577     0.601   365.880    10.105     0.070     0.566     0.024  1179.130
 1284    41.320    98.022    98.022   174.973    15.813   134.398     0.634   461.196    10.586     0.254     0.655     0.461  1164.094
 1285    46.334    96.390    96.390   176.285    10.573   119.190     0.520   239.018     9.628     0.254     0.583     0.020  1557.268
 1287    42.583    97.768    97.768   175.463    13.112   132.735     0.605   387.496    12.377     0.308     0.335     0.457  1258.742
 1289    41.293    98.337    98.337   175.309    13.450   194.600     0.664   310.573    12.426     0.431     0.452     0.282  1135.045
 1290    43.973    95.906    95.906   174.265    10.228   104.151     0.556   287.690    10.238     0.185     0.644     0.268  1340.932
 1291    44.376    98.034    98.034   176.867    11.053   217.144     0.575   564.076    11.955     0.552     0.727     0.332  1097.657
 1292    46.329    95.956    95.956   175.808    11.370   169.799     0.519   382.499     9.876     0.000     0.428     0.002  1339.641
 1293    43.548    96.668    96.668   174.839    12.431   118.835     0.559   349.444    10.600     0.603     0.293     0.164  1203.229
 1294    45.819    95.986    95.986   175.517    12.018   134.321     0.534   218.246     9.529     0.295     0.231     0.314  1581.902
 1295    43.510    97.012    97.012   175.197    12.730   122.149     0.545   323.677    11.126     0.576     0.441     0.345  1132.173
 1297    43.718    96.523    96.523   174.785    13.958   166.810     0.559   393.164    10.228     0.586     0.263     0.484  1112.227
 1299    44.291    96.031    96.031   174.602    12.558   146.236     0.567   266.478    10.250     0.357     0.297     0.331  1392.359
 1300    42.806    96.073    96.073   173.718    13.335   160.265     0.586   259.955     9.355     0.489     0.474     0.246  1157.777
 1302    42.308    97.011    97.011   174.450    12.846   138.484     0.613   314.779    10.647     0.405     0.383     0.447  1275.451
 1303    42.661    95.724    95.724   173.243    12.995   153.723     0.579   323.589    10.898     0.467     0.268     0.057  1054.931
 1304    42.205    95.944    95.944   173.202    15.950   142.705     0.587   256.789    11.645     0.227     0.186     0.148  1124.112
 1305    42.153    96.542    96.542   173.834    15.567   167.391     0.622   348.685    10.042     0.259     0.292     0.246  1195.285
 1306    41.787    96.975    96.975   174.089    18.084   157.188     0.643   268.409    11.592     0.155     0.334     0.172  1353.455
 1307    40.853    97.735    97.735   174.365    15.528   141.485     0.624   451.219     9.456     0.476     0.040     0.359  1000.840
 1308    39.608    98.520    98.520   174.495    16.894   191.601     0.705   220.357    10.816     0.207     0.378     0.207  1114.671
 1309    43.314    95.492    95.492   173.395    12.749   170.284     0.594   381.233     9.728     0.134     0.158     0.076  1224.708
 1310    41.528    95.241    95.241   172.003    13.989   145.673     0.595   282.781     9.487     0.085     0.083     0.223  1027.104
 1311    43.383    94.894    94.894   172.780    15.585   177.851     0.586   264.613     9.938     0.057     0.232     0.063  1245.665
 1313    43.399    95.713    95.713   173.692    13.697   202.530     0.589   371.739    10.516     0.244     0.225     0.331  1123.013
 1314    43.565    95.374    95.374   173.423    17.028   159.344     0.537   245.833    10.676     0.111     0.205     0.275  1096.493
 1315    44.131    94.779    94.779   173.127    18.650   231.460     0.562   369.762    10.237     0.000     0.042     0.065  1060.208
 1317    43.757    95.098    95.098   173.240    14.622   213.157     0.585   300.038     9.920     0.179     0.305     0.171  1171.495
 1318    42.714    95.935    95.935   173.509    13.318   124.244     0.574   469.964     9.226     0.006     0.130     0.427  1123.839
 1319    40.693    97.584    97.584   174.099    16.893   171.747     0.667   203.063    10.011     0.018     0.262     0.279  1313.379
 1320    42.510    96.164    96.164   173.634    15.342   197.363     0.607   376.181     9.092     0.217     0.165     0.213  1076.768
 1322    42.411    95.602    95.602   172.952    15.535   156.086     0.591   325.288     9.671     0.210     0.313     0.250  1115.874
 1324    43.188    95.340    95.340   173.149    14.267   195.807     0.590   339.470    10.221     0.183     0.211     0.238  1126.939
 1325    41.469    95.330    95.330   172.064    13.656   132.681     0.600   329.002    10.262     0.097     0.006     0.191  1048.231
 1326    43.325    95.126    95.126   172.999    14.167   138.138     0.560   383.663     9.092     0.197     0.247     0.005  1130.675
 1328    41.645    96.296    96.296   173.245    15.544   180.778     0.636   255.709     9.916     0.067     0.197     0.215  1201.503
 1329    41.812    95.327    95.327   172.274    11.112   118.015     0.579   349.213    11.211     0.064     0.276     0.082  1019.823
 1331    42.963    95.219    95.219   172.874    13.421   171.145     0.591   347.874     9.808     0.117     0.170     0.111  1153.041
 1332    42.539    95.023    95.023   172.392    12.537   128.201     0.574   245.484    10.812     0.013     0.222     0.042  1153.589
 1333    44.501    95.820    95.820   174.502    19.739   184.078     0.557   373.366    10.141     0.147     0.177     0.433  1242.424
