Trial       WBL      RMSE Peak_RMSE   Agg_Obj      Umax      Lmax      CQOF      CKIF       CK1       TOF       TIF        TG      CKBF
  263    47.868   106.912   106.912   188.945    12.867   251.646     0.674   421.494    17.988     0.225     0.304     0.158  3037.583
  264    41.287   108.002   108.002   186.334    13.240   258.759     0.852   271.592    11.437     0.194     0.506     0.215  3579.565
  265    44.211   106.879   106.879   186.736    14.488   235.434     0.788   851.200    11.578     0.430     0.634     0.340  3843.224
  266    41.317   106.277   106.277   184.357    17.907   255.867     0.784   581.658    16.604     0.110     0.556     0.296  1908.251
  267    36.517   113.636   113.636   190.322    18.054   178.946     0.879   395.271    16.403     0.204     0.075     0.594  2545.030
  268    42.163   105.063   105.063   183.455    19.764   191.960     0.722   755.819    15.626     0.353     0.843     0.549  1903.982
  269    36.349   125.816   125.816   204.991    17.368   244.622     0.914   336.574    10.438     0.333     0.924     0.624  2306.387
  270    49.907   124.721   124.721   210.752    16.454   177.025     0.624   467.401    31.895     0.396     0.650     0.451  3645.588
  271    52.162   121.762   121.762   208.527    19.726   182.151     0.505   223.075    23.525     0.404     0.780     0.962  3466.343
  272    60.983   129.662   129.662   222.729    19.237   104.335     0.349   604.436    20.128     0.803     0.544     0.652  3435.861
  273    42.460   112.869   112.869   192.671    17.483   102.554     0.698   499.797    22.536     0.014     0.773     0.637  2310.604
  274    45.315   114.712   114.712   196.432    19.384   199.152     0.686   296.382    23.510     0.354     0.295     0.265  2703.250
  275    42.268   105.791   105.791   184.352    16.992   142.106     0.766   541.438    12.569     0.338     0.601     0.283  3501.615
  276    47.845    97.973    97.973   178.975    18.931   236.563     0.508   354.684     9.129     0.413     0.873     0.859  1445.033
  278    40.670   107.559   107.559   185.468    16.169   236.131     0.791   451.545    14.150     0.339     0.728     0.614  2330.486
  279    50.900   103.207   103.207   186.653    18.201   156.032     0.400   807.576     9.711     0.211     0.560     0.949  1398.183
  280    47.802   110.731   110.731   193.254    14.467   259.219     0.487   543.895    16.867     0.795     0.549     0.860  1115.093
  282    41.017   120.251   120.251   200.636    18.285   153.583     0.777   443.581    28.579     0.528     0.490     0.641  2748.344
  283    48.680   101.434   101.434   183.309    19.849   182.758     0.600   321.326    13.354     0.275     0.544     0.636  3504.178
  285    47.716   104.523   104.523   186.160    16.186   227.290     0.578   594.367    15.312     0.542     0.630     0.696  1837.826
  287    46.113   108.338   108.338   189.524    18.448   202.100     0.659   437.655    18.717     0.326     0.477     0.438  2587.572
  288    45.114    99.824    99.824   179.313    15.983   216.383     0.541   836.172    12.830     0.487     0.760     0.481  1040.146
  289    55.036   122.158   122.158   210.620    15.187   188.869     0.491   860.795    23.644     0.236     0.632     0.592  3009.239
  290    48.273   119.050   119.050   203.168    15.841   240.337     0.551   862.541    24.880     0.466     0.452     0.916  1545.451
  291    43.659   116.126   116.126   197.165    15.201   197.779     0.699   974.072    24.322     0.694     0.982     0.114  1482.218
  292    43.323   128.495   128.495   211.783    17.101   269.011     0.779   497.063    44.938     0.128     0.052     0.163  1930.038
  293    40.006   121.788   121.788   201.951    18.071   258.428     0.794   317.693    31.214     0.253     0.033     0.689  1589.520
  294    45.217   127.654   127.654   211.748    16.357   159.541     0.542   980.940    36.915     0.042     0.330     0.761  1049.640
  295    40.187   117.453   117.453   196.846    18.822   243.748     0.814   833.931    24.533     0.456     0.672     0.645  1986.701
  296    44.133    95.978    95.978   174.444    12.071   110.580     0.498   442.929     9.257     0.443     0.857     0.110  1006.268
  297    52.278   131.003   131.003   219.505    14.828   267.583     0.508   519.194    36.140     0.414     0.423     0.332  1939.012
  298    49.644   122.881   122.881   208.434    16.949   174.651     0.418   491.384    22.781     0.483     0.668     0.861  1257.433
  299    40.294   106.861   106.861   184.443    12.433   206.467     0.713   776.611    18.858     0.267     0.406     0.298  1065.145
  300    45.391   107.213   107.213   187.814    16.160   256.264     0.677   458.231    18.058     0.269     0.752     0.488  2154.797
  302    41.263   115.022   115.022   194.542    17.382   237.378     0.761   473.469    23.905     0.336     0.328     0.594  1787.964
  303    33.923   113.016   113.016   188.199    10.688   107.309     0.883   278.058    16.580     0.585     0.751     0.195  1008.617
  304    48.604   123.816   123.816   208.968    15.433   191.229     0.578   746.755    30.578     0.231     0.862     0.408  1981.945
  305    50.346   102.768   102.768   185.822    13.248   122.152     0.446   269.085    10.624     0.621     0.757     0.288  1829.395
  306    45.332   114.483   114.483   196.174    18.802   244.188     0.558   622.391    22.033     0.384     0.325     0.293  1041.939
  308    43.290   112.332   112.332   192.510    13.118   159.412     0.658   604.712    22.402     0.268     0.310     0.337  1583.121
  310    45.808   123.704   123.704   207.322    13.029   184.007     0.704   418.059    33.073     0.516     0.497     0.388  2896.899
  311    34.607   120.536   120.536   197.657    11.671   123.698     0.901   560.678    22.912     0.377     0.199     0.923  3556.191
  312    53.910   121.234   121.234   208.904    15.409   204.081     0.536   399.169    24.414     0.230     0.853     0.521  3671.759
  313    38.852   119.622   119.622   198.738    17.567   140.714     0.855   288.218    26.560     0.140     0.728     0.286  3619.094
  314    46.033   106.313   106.313   187.169    17.704   193.236     0.617   210.951    16.657     0.659     0.476     0.540  2340.517
  315    40.531   124.165   124.165   205.097    14.202   136.064     0.726   899.042    36.293     0.350     0.260     0.649  1366.790
  316    48.571   112.058   112.058   195.227    12.370   299.567     0.623   306.689    20.269     0.463     0.780     0.306  2088.833
  317    45.277   102.615   102.615   182.534    17.762   114.275     0.566   299.241    15.076     0.065     0.068     0.570  1783.783
  318    43.592    96.376    96.376   174.545    18.168   127.130     0.564   545.064    10.720     0.283     0.108     0.413  1195.394
  320    41.438   124.135   124.135   205.531    15.662   141.627     0.752   522.700    34.851     0.541     0.549     0.451  2021.807
  321    51.248   109.541   109.541   193.947    18.441   124.669     0.523   325.072    16.798     0.296     0.267     0.647  3329.581
  322    42.816   117.724   117.724   198.590    16.275   160.452     0.644   208.425    26.124     0.514     0.010     0.212  1453.619
  324    43.780   116.899   116.899   198.143    15.762   162.382     0.702   506.707    25.584     0.508     0.439     0.512  2346.453
  325    51.438   112.381   112.381   197.282    12.417   273.470     0.755   444.112    17.118     0.907     0.662     0.142  2865.855
  326    39.053   107.182   107.182   184.108    15.171   136.823     0.802   457.806    14.298     0.501     0.169     0.264  2119.109
  327    33.551   120.921   120.921   197.595    14.093   200.690     0.939   341.606    14.991     0.007     0.093     0.775  1850.076
  329    44.890   116.546   116.546   198.342    14.429   172.953     0.686   412.042    25.272     0.412     0.401     0.492  2605.018
  331    40.856   110.723   110.723   189.259    13.924   152.857     0.772   472.980    19.500     0.384     0.258     0.662  2918.401
  332    47.539    98.521    98.521   179.382    17.010   209.340     0.605   520.837    10.931     0.416     0.302     0.415  2236.554
  333    43.521   128.193   128.193   211.520    16.025   266.929     0.709   915.891    43.156     0.211     0.624     0.694  1389.299
  334    43.987   117.799   117.799   199.320    12.824   182.240     0.649   298.469    26.147     0.462     0.768     0.951  1726.639
  335    37.948   119.701   119.701   198.359    17.456   145.701     0.818   811.562    27.270     0.381     0.762     0.658  1730.159
  337    50.449   125.431   125.431   211.889    14.596   221.911     0.478   700.471    28.207     0.327     0.357     0.711  1515.360
  339    43.223   123.063   123.063   205.177    16.253   252.468     0.730   791.267    33.074     0.373     0.641     0.676  1798.595
  341    49.258   124.607   124.607   210.263    12.874   178.780     0.595   520.342    31.033     0.700     0.415     0.679  2574.131
  342    37.890   121.493   121.493   200.497    17.346   261.456     0.976   568.099    18.612     0.814     0.883     0.609  3087.969
  343    51.592   110.734   110.734   195.504    15.038   251.596     0.433   435.871    14.709     0.426     0.897     0.632  1496.577
  344    38.471   129.716   129.716   210.834    14.870   224.993     0.997   553.327    34.780     0.844     0.811     0.531  3144.475
  345    34.749   120.435   120.435   197.605    12.330   278.014     0.942   843.255    18.498     0.264     0.466     0.800  1278.247
  346    41.822   108.160   108.160   186.825    15.467   247.804     0.764   587.764    17.839     0.062     0.651     0.579  2220.355
  348    42.917   118.083   118.083   199.072    15.981   242.697     0.743   709.113    26.516     0.463     0.687     0.648  2045.243
  349    40.937   122.102   122.102   202.817    16.275   203.351     0.790   780.780    30.781     0.595     0.335     0.645  2116.060
  350    43.379   107.822   107.822   187.333    16.898   194.683     0.673   777.340    18.453     0.484     0.534     0.756  1675.691
  351    44.336   105.127   105.127   184.811    16.495   253.029     0.775   660.175    13.947     0.580     0.796     0.280  2650.052
  352    50.766   101.313   101.313   184.483    19.433   289.383     0.623   279.350    12.486     0.512     0.918     0.258  2933.736
  354    41.448   112.085   112.085   191.186    15.076   235.424     0.811   692.160    17.501     0.748     0.597     0.664  2844.628
  355    35.606   118.544   118.544   195.746    11.710   281.449     0.896   382.765    14.382     0.309     0.506     0.871  1227.967
  356    42.620   109.160   109.160   188.441    15.499   243.839     0.743   539.565     9.285     0.574     0.791     0.533  2100.366
  357    59.509   128.066   128.066   220.034    12.625   271.323     0.387   364.736    22.222     0.211     0.299     0.559  2927.665
  358    62.694   130.828   130.828   225.059    11.491   273.282     0.231   844.313    12.847     0.491     0.772     0.675  1923.071
  359    46.746   105.086   105.086   186.206    15.601   197.021     0.564   769.705    16.149     0.134     0.706     0.504  1532.646
  360    57.365   133.749   133.749   225.521    10.241   273.411     0.317   656.416    25.421     0.040     0.546     0.836  1598.049
  361    46.371   115.760   115.760   198.251    13.125   275.057     0.680   955.564    24.799     0.082     0.865     0.407  2213.979
  362    45.009    99.144    99.144   178.491    15.102   241.174     0.644   284.190    11.090     0.293     0.666     0.589  1957.007
  363    44.167   107.642   107.642   187.585    13.164   258.032     0.705   483.151    18.187     0.234     0.776     0.706  2226.035
